criterion,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,score,total time
entropy, 20, sqrt, 20, 5, 500, 0.533 , 1.7min
entropy, 20, sqrt, 20, 10, 500, 0.534 , 1.7min
entropy, 20, sqrt, 20, 20, 200, 0.529 ,  40.1s
entropy, 20, sqrt, 20, 20, 1000, 0.533 , 3.4min
entropy, 20, sqrt, 50, 5, 1000, 0.473 , 3.2min
entropy, 20, sqrt, 50, 20, 500, 0.437 , 1.6min
entropy, 20, sqrt, 100, 2, 500, 0.365 , 1.5min
entropy, 20, sqrt, 100, 5, 200, 0.348 ,  34.5s
entropy, 20, sqrt, 100, 10, 200, 0.357 ,  39.4s
entropy, 20, sqrt, 100, 10, 200, 0.372 ,  35.1s
entropy, 20, sqrt, 100, 10, 1000, 0.359 , 2.9min
entropy, 20, log2, 1, 2, 500, 0.620 , 2.0min
entropy, 20, log2, 1, 5, 1000, 0.587 , 3.9min
entropy, 20, log2, 1, 20, 200, 0.548 ,  43.5s
entropy, 20, log2, 1, 20, 1000, 0.609 , 3.8min
entropy, 20, log2, 5, 5, 1000, 0.547 , 3.7min
entropy, 20, log2, 5, 20, 500, 0.555 , 1.8min
entropy, 20, log2, 20, 2, 500, 0.530 , 1.7min
entropy, 20, log2, 20, 5, 200, 0.527 ,  41.0s
entropy, 20, log2, 20, 5, 1000, 0.536 , 3.4min
entropy, 20, log2, 20, 20, 1000, 0.530 , 3.4min
entropy, 20, log2, 50, 5, 500, 0.458 , 1.6min
entropy, 20, log2, 50, 10, 500, 0.459 , 1.6min
entropy, 20, log2, 50, 20, 500, 0.471 , 1.6min
entropy, 20, log2, 100, 2, 200, 0.351 ,  34.2s
entropy, 20, log2, 100, 2, 1000, 0.359 , 2.9min
entropy, 20, log2, 100, 10, 1000, 0.369 , 2.9min
log_loss, None, None, 1, 2, 200, 0.677 , 1.8min
log_loss, None, None, 1, 5, 200, 0.662 , 1.9min
log_loss, None, None, 1, 5, 500, 0.662 , 4.6min
log_loss, None, None, 1, 10, 200, 0.666 , 1.9min
log_loss, None, None, 1, 10, 1000, 0.667 , 9.0min
log_loss, None, None, 5, 2, 500, 0.644 , 4.4min
log_loss, None, None, 5, 5, 500, 0.646 , 4.5min
log_loss, None, None, 5, 10, 500, 0.685 , 4.4min
log_loss, None, None, 5, 20, 500, 0.669 , 4.4min
log_loss, None, None, 20, 2, 500, 0.583 , 4.1min
log_loss, None, None, 20, 5, 200, 0.593 , 1.6min
log_loss, None, None, 20, 5, 1000, 0.592 , 8.0min
log_loss, None, None, 20, 20, 1000, 0.584 , 8.0min
log_loss, None, None, 50, 5, 500, 0.532 , 3.8min
log_loss, None, None, 50, 10, 500, 0.534 , 3.8min
log_loss, None, None, 50, 20, 500, 0.541 , 3.8min
log_loss, None, None, 100, 2, 200, 0.479 , 1.4min
log_loss, None, None, 100, 2, 1000, 0.482 , 6.9min
log_loss, None, None, 100, 10, 1000, 0.486 , 6.9min
entropy, 20, sqrt, 20, 20, 1000, 0.530 , 3.4min
entropy, 20, sqrt, 50, 5, 1000, 0.454 , 3.1min
entropy, 20, sqrt, 50, 20, 500, 0.452 , 1.6min
entropy, 20, sqrt, 100, 2, 500, 0.349 , 1.5min
entropy, 20, sqrt, 100, 5, 500, 0.369 , 1.5min
entropy, 20, sqrt, 100, 10, 200, 0.357 ,  33.2s
entropy, 20, sqrt, 100, 20, 200, 0.357 ,  39.1s
entropy, 20, sqrt, 100, 20, 200, 0.378 ,  36.0s
entropy, 20, sqrt, 100, 20, 1000, 0.359 , 2.9min
entropy, 20, log2, 1, 5, 200, 0.648 ,  46.4s
entropy, 20, log2, 1, 10, 200, 0.653 ,  52.2s
entropy, 20, log2, 1, 10, 200, 0.588 ,  49.3s
entropy, 20, log2, 1, 10, 500, 0.657 , 2.0min
entropy, 20, log2, 1, 20, 500, 0.606 , 1.9min
entropy, 20, log2, 5, 2, 500, 0.588 , 1.9min
entropy, 20, log2, 5, 5, 200, 0.547 ,  44.2s
entropy, 20, log2, 5, 5, 1000, 0.591 , 3.6min
entropy, 20, log2, 5, 20, 1000, 0.586 , 3.6min
entropy, 20, log2, 20, 5, 500, 0.519 , 1.7min
entropy, 20, log2, 20, 10, 500, 0.542 , 1.7min
entropy, 20, log2, 20, 20, 200, 0.517 ,  40.3s
entropy, 20, log2, 20, 20, 1000, 0.529 , 3.4min
entropy, 20, log2, 50, 5, 1000, 0.473 , 3.2min
entropy, 20, log2, 50, 20, 1000, 0.475 , 3.1min
entropy, 20, log2, 100, 5, 500, 0.352 , 1.5min
entropy, 20, log2, 100, 10, 500, 0.351 , 1.5min
entropy, 20, log2, 100, 20, 200, 0.359 ,  33.1s
entropy, 20, log2, 100, 20, 1000, 0.350 , 3.0min
log_loss, None, None, 1, 5, 500, 0.685 , 4.7min
log_loss, None, None, 1, 10, 200, 0.606 , 1.9min
log_loss, None, None, 1, 10, 500, 0.665 , 4.5min
log_loss, None, None, 1, 20, 500, 0.666 , 4.6min
log_loss, None, None, 5, 2, 200, 0.638 , 1.8min
log_loss, None, None, 5, 2, 1000, 0.608 , 8.6min
log_loss, None, None, 5, 10, 500, 0.632 , 4.4min
log_loss, None, None, 5, 20, 500, 0.636 , 4.2min
log_loss, None, None, 20, 2, 200, 0.592 , 1.6min
log_loss, None, None, 20, 2, 1000, 0.562 , 8.0min
log_loss, None, None, 20, 10, 1000, 0.588 , 8.0min
log_loss, None, None, 50, 2, 500, 0.539 , 3.8min
log_loss, None, None, 50, 5, 200, 0.540 , 1.5min
log_loss, None, None, 50, 5, 1000, 0.540 , 7.4min
log_loss, None, None, 50, 20, 1000, 0.533 , 7.3min
log_loss, None, None, 100, 5, 500, 0.482 , 3.5min
log_loss, None, None, 100, 10, 500, 0.484 , 3.5min
log_loss, None, None, 100, 20, 200, 0.483 , 1.4min
entropy, 20, sqrt, 20, 10, 500, 0.533 , 1.7min
entropy, 20, sqrt, 20, 20, 500, 0.542 , 1.7min
entropy, 20, sqrt, 50, 2, 200, 0.450 ,  37.2s
entropy, 20, sqrt, 50, 2, 1000, 0.459 , 3.1min
entropy, 20, sqrt, 50, 10, 1000, 0.476 , 3.2min
entropy, 20, sqrt, 100, 2, 500, 0.371 , 1.5min
entropy, 20, sqrt, 100, 5, 200, 0.354 ,  34.2s
entropy, 20, sqrt, 100, 5, 1000, 0.367 , 2.9min
entropy, 20, sqrt, 100, 20, 1000, 0.367 , 2.9min
entropy, 20, log2, 1, 5, 200, 0.611 ,  45.0s
entropy, 20, log2, 1, 5, 1000, 0.597 , 3.9min
entropy, 20, log2, 1, 20, 500, 0.605 , 1.9min
entropy, 20, log2, 5, 2, 500, 0.566 , 1.9min
entropy, 20, log2, 5, 5, 200, 0.585 ,  42.8s
entropy, 20, log2, 5, 10, 200, 0.590 ,  50.8s
entropy, 20, log2, 5, 10, 200, 0.568 ,  44.6s
entropy, 20, log2, 5, 10, 1000, 0.549 , 3.7min
entropy, 20, log2, 20, 2, 500, 0.535 , 1.7min
entropy, 20, log2, 20, 5, 500, 0.545 , 1.7min
entropy, 20, log2, 20, 10, 200, 0.519 ,  39.3s
entropy, 20, log2, 20, 10, 1000, 0.529 , 3.4min
entropy, 20, log2, 50, 2, 1000, 0.472 , 3.2min
entropy, 20, log2, 50, 10, 500, 0.472 , 1.6min
entropy, 20, log2, 50, 20, 200, 0.453 ,  37.2s
entropy, 20, log2, 100, 2, 200, 0.373 ,  39.9s
entropy, 20, log2, 100, 2, 200, 0.386 ,  37.2s
entropy, 20, log2, 100, 2, 500, 0.345 , 1.5min
entropy, 20, log2, 100, 5, 500, 0.369 , 1.5min
entropy, 20, log2, 100, 10, 200, 0.365 ,  33.1s
entropy, 20, log2, 100, 10, 1000, 0.350 , 2.9min
log_loss, None, None, 1, 2, 1000, 0.671 , 9.1min
log_loss, None, None, 1, 10, 500, 0.661 , 4.5min
log_loss, None, None, 1, 20, 1000, 0.604 , 8.8min
log_loss, None, None, 5, 5, 500, 0.658 , 4.4min
log_loss, None, None, 5, 10, 200, 0.633 , 1.7min
log_loss, None, None, 5, 10, 1000, 0.673 , 8.6min
log_loss, None, None, 20, 2, 1000, 0.590 , 8.1min
log_loss, None, None, 20, 10, 500, 0.584 , 4.1min
log_loss, None, None, 20, 20, 200, 0.559 , 1.6min
log_loss, None, None, 20, 20, 1000, 0.559 , 8.0min
log_loss, None, None, 50, 5, 1000, 0.533 , 7.3min
log_loss, None, None, 50, 20, 500, 0.538 , 3.7min
log_loss, None, None, 100, 2, 500, 0.484 , 3.5min
log_loss, None, None, 100, 5, 500, 0.486 , 3.5min
log_loss, None, None, 100, 10, 200, 0.484 , 1.3min
log_loss, None, None, 100, 10, 1000, 0.484 , 6.8min
entropy, 20, sqrt, 50, 2, 500, 0.474 , 1.6min
entropy, 20, sqrt, 50, 5, 200, 0.463 ,  37.7s
entropy, 20, sqrt, 50, 5, 1000, 0.447 , 3.1min
entropy, 20, sqrt, 50, 20, 1000, 0.453 , 3.1min
entropy, 20, sqrt, 100, 5, 500, 0.361 , 1.5min
entropy, 20, sqrt, 100, 10, 500, 0.356 , 1.5min
entropy, 20, sqrt, 100, 20, 200, 0.369 ,  34.3s
entropy, 20, log2, 1, 2, 200, 0.653 ,  51.5s
entropy, 20, log2, 1, 2, 200, 0.582 ,  46.2s
entropy, 20, log2, 1, 2, 1000, 0.608 , 3.9min
entropy, 20, log2, 1, 10, 1000, 0.656 , 3.8min
entropy, 20, log2, 5, 2, 500, 0.604 , 1.9min
entropy, 20, log2, 5, 5, 500, 0.606 , 1.9min
entropy, 20, log2, 5, 10, 500, 0.588 , 1.9min
entropy, 20, log2, 5, 20, 200, 0.549 ,  43.4s
entropy, 20, log2, 5, 20, 1000, 0.555 , 3.6min
entropy, 20, log2, 20, 5, 1000, 0.532 , 3.4min
entropy, 20, log2, 20, 20, 500, 0.528 , 1.7min
entropy, 20, log2, 50, 2, 500, 0.456 , 1.6min
entropy, 20, log2, 50, 5, 500, 0.473 , 1.6min
entropy, 20, log2, 50, 10, 500, 0.456 , 1.6min
entropy, 20, log2, 50, 20, 200, 0.460 ,  37.1s
entropy, 20, log2, 50, 20, 1000, 0.456 , 3.2min
entropy, 20, log2, 100, 5, 1000, 0.359 , 2.8min
entropy, 20, log2, 100, 20, 500, 0.351 , 1.5min
log_loss, None, None, 1, 2, 500, 0.679 , 4.6min
log_loss, None, None, 1, 5, 1000, 0.655 , 9.1min
log_loss, None, None, 1, 20, 1000, 0.661 , 8.9min
log_loss, None, None, 5, 5, 200, 0.637 , 1.7min
log_loss, None, None, 5, 10, 200, 0.657 , 1.9min
log_loss, None, None, 5, 10, 200, 0.615 , 1.8min
log_loss, None, None, 5, 10, 1000, 0.658 , 8.7min
log_loss, None, None, 20, 2, 500, 0.590 , 4.1min
log_loss, None, None, 20, 5, 200, 0.562 , 1.6min
log_loss, None, None, 20, 5, 1000, 0.566 , 7.9min
log_loss, None, None, 20, 20, 500, 0.558 , 4.0min
log_loss, None, None, 50, 2, 500, 0.540 , 3.8min
log_loss, None, None, 50, 5, 500, 0.539 , 3.7min
log_loss, None, None, 50, 10, 200, 0.540 , 1.5min
log_loss, None, None, 50, 20, 200, 0.543 , 1.6min
log_loss, None, None, 50, 20, 200, 0.537 , 1.5min
log_loss, None, None, 50, 20, 1000, 0.538 , 7.3min
log_loss, None, None, 100, 5, 500, 0.468 , 3.4min
log_loss, None, None, 100, 10, 500, 0.487 , 3.5min
log_loss, None, None, 100, 20, 200, 0.475 , 1.3min
log_loss, None, None, 100, 20, 1000, 0.483 , 6.7min
entropy, 20, sqrt, 100, 5, 1000, 0.359 , 2.9min
entropy, 20, sqrt, 100, 20, 500, 0.368 , 1.4min
entropy, 20, log2, 1, 2, 500, 0.611 , 2.0min
entropy, 20, log2, 1, 5, 1000, 0.647 , 3.9min
entropy, 20, log2, 1, 20, 200, 0.635 ,  44.9s
entropy, 20, log2, 5, 2, 200, 0.586 ,  48.9s
entropy, 20, log2, 5, 2, 200, 0.570 ,  47.6s
entropy, 20, log2, 5, 2, 500, 0.564 , 1.9min
entropy, 20, log2, 5, 5, 500, 0.547 , 1.9min
entropy, 20, log2, 5, 10, 200, 0.570 ,  42.3s
entropy, 20, log2, 5, 20, 200, 0.568 ,  50.1s
entropy, 20, log2, 5, 20, 200, 0.561 ,  45.3s
entropy, 20, log2, 5, 20, 1000, 0.564 , 3.7min
entropy, 20, log2, 20, 5, 500, 0.531 , 1.7min
entropy, 20, log2, 20, 10, 500, 0.522 , 1.7min
entropy, 20, log2, 20, 20, 200, 0.531 ,  39.6s
entropy, 20, log2, 20, 20, 1000, 0.532 , 3.4min
entropy, 20, log2, 50, 10, 200, 0.476 ,  41.7s
entropy, 20, log2, 50, 10, 200, 0.474 ,  39.3s
entropy, 20, log2, 50, 10, 1000, 0.478 , 3.2min
entropy, 20, log2, 100, 2, 200, 0.346 ,  33.7s
entropy, 20, log2, 100, 5, 200, 0.353 ,  40.5s
entropy, 20, log2, 100, 5, 200, 0.369 ,  36.3s
entropy, 20, log2, 100, 5, 1000, 0.373 , 2.9min
entropy, 20, log2, 100, 20, 500, 0.360 , 1.5min
log_loss, None, None, 1, 2, 500, 0.674 , 4.6min
log_loss, None, None, 1, 5, 1000, 0.660 , 9.1min
log_loss, None, None, 1, 20, 500, 0.674 , 4.5min
log_loss, None, None, 5, 2, 200, 0.622 , 1.7min
log_loss, None, None, 5, 5, 200, 0.658 , 1.9min
log_loss, None, None, 5, 5, 200, 0.610 , 1.8min
log_loss, None, None, 5, 5, 1000, 0.668 , 8.7min
log_loss, None, None, 5, 20, 200, 0.681 , 1.7min
log_loss, None, None, 5, 20, 1000, 0.682 , 8.5min
log_loss, None, None, 20, 5, 1000, 0.588 , 8.0min
log_loss, None, None, 20, 20, 500, 0.562 , 4.0min
log_loss, None, None, 50, 2, 1000, 0.537 , 7.4min
log_loss, None, None, 50, 10, 200, 0.534 , 1.5min
log_loss, None, None, 50, 10, 1000, 0.538 , 7.4min
log_loss, None, None, 100, 2, 1000, 0.470 , 6.8min
log_loss, None, None, 100, 10, 500, 0.481 , 3.4min
log_loss, None, None, 100, 20, 200, 0.480 , 1.4min
log_loss, None, sqrt, 1, 2, 200, 0.675 ,  53.5s
log_loss, None, sqrt, 1, 2, 200, 0.603 ,  54.0s
log_loss, None, sqrt, 1, 2, 200, 0.582 ,  49.4s
log_loss, None, sqrt, 1, 2, 1000, 0.656 , 4.0min
entropy, 20, log2, 1, 5, 500, 0.585 , 2.0min
entropy, 20, log2, 1, 10, 200, 0.664 ,  46.1s
entropy, 20, log2, 1, 10, 1000, 0.641 , 3.8min
entropy, 20, log2, 5, 2, 1000, 0.567 , 3.7min
entropy, 20, log2, 5, 10, 500, 0.576 , 1.8min
entropy, 20, log2, 5, 20, 500, 0.564 , 1.9min
entropy, 20, log2, 20, 2, 200, 0.534 ,  40.5s
entropy, 20, log2, 20, 5, 200, 0.542 ,  46.1s
entropy, 20, log2, 20, 5, 200, 0.534 ,  43.7s
entropy, 20, log2, 20, 5, 1000, 0.543 , 3.4min
entropy, 20, log2, 20, 20, 500, 0.545 , 1.7min
entropy, 20, log2, 50, 2, 200, 0.453 ,  38.5s
entropy, 20, log2, 50, 2, 1000, 0.440 , 3.1min
entropy, 20, log2, 50, 10, 1000, 0.472 , 3.2min
entropy, 20, log2, 100, 2, 500, 0.363 , 1.5min
entropy, 20, log2, 100, 5, 200, 0.361 ,  33.1s
entropy, 20, log2, 100, 5, 1000, 0.367 , 2.9min
entropy, 20, log2, 100, 20, 1000, 0.354 , 3.0min
log_loss, None, None, 1, 2, 1000, 0.649 , 9.2min
log_loss, None, None, 1, 20, 200, 0.684 , 1.9min
log_loss, None, None, 1, 20, 200, 0.603 , 1.8min
log_loss, None, None, 1, 20, 1000, 0.675 , 8.8min
log_loss, None, None, 5, 5, 500, 0.665 , 4.4min
log_loss, None, None, 5, 10, 500, 0.610 , 4.4min
log_loss, None, None, 5, 20, 200, 0.626 , 1.7min
log_loss, None, None, 20, 2, 200, 0.581 , 1.7min
log_loss, None, None, 20, 2, 200, 0.589 , 1.6min
log_loss, None, None, 20, 2, 1000, 0.583 , 8.0min
log_loss, None, None, 20, 10, 200, 0.560 , 1.6min
log_loss, None, None, 20, 20, 200, 0.581 , 1.7min
log_loss, None, None, 20, 20, 200, 0.589 , 1.6min
log_loss, None, None, 20, 20, 1000, 0.588 , 8.0min
log_loss, None, None, 50, 5, 500, 0.536 , 3.7min
log_loss, None, None, 50, 10, 500, 0.539 , 3.8min
log_loss, None, None, 50, 20, 200, 0.540 , 1.5min
log_loss, None, None, 100, 2, 200, 0.488 , 1.5min
log_loss, None, None, 100, 2, 200, 0.480 , 1.4min
log_loss, None, None, 100, 2, 1000, 0.489 , 6.9min
log_loss, None, None, 100, 10, 200, 0.482 , 1.3min
log_loss, None, None, 100, 20, 200, 0.485 , 1.5min
log_loss, None, None, 100, 20, 200, 0.485 , 1.4min
log_loss, None, None, 100, 20, 500, 0.481 , 3.5min
log_loss, None, sqrt, 1, 2, 1000, 0.584 , 4.0min
log_loss, None, sqrt, 1, 10, 200, 0.590 ,  46.4s
log_loss, None, sqrt, 1, 10, 1000, 0.654 , 3.9min
log_loss, None, sqrt, 5, 2, 500, 0.590 , 1.9min
entropy, 20, log2, 5, 2, 200, 0.588 ,  42.1s
entropy, 20, log2, 5, 5, 200, 0.586 ,  49.8s
entropy, 20, log2, 5, 5, 200, 0.567 ,  46.1s
entropy, 20, log2, 5, 5, 1000, 0.587 , 3.7min
entropy, 20, log2, 5, 20, 200, 0.555 ,  43.5s
entropy, 20, log2, 5, 20, 1000, 0.570 , 3.6min
entropy, 20, log2, 20, 5, 1000, 0.532 , 3.4min
entropy, 20, log2, 20, 20, 500, 0.531 , 1.7min
entropy, 20, log2, 50, 2, 500, 0.446 , 1.6min
entropy, 20, log2, 50, 5, 500, 0.474 , 1.6min
entropy, 20, log2, 50, 10, 200, 0.454 ,  37.8s
entropy, 20, log2, 50, 10, 1000, 0.461 , 3.1min
entropy, 20, log2, 100, 2, 1000, 0.366 , 2.9min
entropy, 20, log2, 100, 10, 500, 0.347 , 1.5min
entropy, 20, log2, 100, 20, 500, 0.368 , 1.5min
log_loss, None, None, 1, 2, 200, 0.661 , 1.8min
log_loss, None, None, 1, 5, 200, 0.664 , 1.9min
log_loss, None, None, 1, 5, 500, 0.682 , 4.6min
log_loss, None, None, 1, 10, 500, 0.712 , 4.6min
log_loss, None, None, 1, 20, 200, 0.665 , 1.8min
log_loss, None, None, 1, 20, 1000, 0.691 , 8.9min
log_loss, None, None, 5, 5, 1000, 0.610 , 8.7min
log_loss, None, None, 5, 20, 500, 0.608 , 4.4min
log_loss, None, None, 20, 2, 200, 0.559 , 1.6min
log_loss, None, None, 20, 2, 1000, 0.560 , 8.0min
log_loss, None, None, 20, 10, 1000, 0.591 , 8.0min
log_loss, None, None, 50, 2, 500, 0.533 , 3.7min
log_loss, None, None, 50, 5, 200, 0.544 , 1.5min
log_loss, None, None, 50, 10, 200, 0.537 , 1.6min
log_loss, None, None, 50, 10, 200, 0.538 , 1.5min
log_loss, None, None, 50, 10, 1000, 0.534 , 7.4min
log_loss, None, None, 100, 2, 500, 0.478 , 3.5min
log_loss, None, None, 100, 5, 200, 0.479 , 1.4min
log_loss, None, None, 100, 10, 200, 0.492 , 1.5min
log_loss, None, None, 100, 10, 200, 0.480 , 1.4min
log_loss, None, None, 100, 10, 1000, 0.492 , 6.9min
log_loss, None, sqrt, 1, 2, 500, 0.564 , 2.0min
log_loss, None, sqrt, 1, 5, 500, 0.643 , 2.0min
log_loss, None, sqrt, 1, 5, 1000, 0.629 , 3.7min
log_loss, None, sqrt, 5, 2, 200, 0.604 ,  49.1s
log_loss, None, sqrt, 5, 2, 200, 0.607 ,  42.8s
log_loss, None, sqrt, 5, 2, 1000, 0.584 , 3.7min
log_loss, None, sqrt, 5, 10, 1000, 0.547 , 3.7min
log_loss, None, sqrt, 20, 2, 500, 0.530 , 1.8min
log_loss, None, sqrt, 20, 5, 500, 0.545 , 1.7min
log_loss, None, sqrt, 20, 10, 200, 0.516 ,  38.1s
entropy, 20, log2, 1, 20, 1000, 0.606 , 3.8min
entropy, 20, log2, 5, 5, 200, 0.603 ,  44.7s
entropy, 20, log2, 5, 5, 1000, 0.589 , 3.7min
entropy, 20, log2, 5, 20, 1000, 0.546 , 3.6min
entropy, 20, log2, 20, 5, 500, 0.535 , 1.7min
entropy, 20, log2, 20, 10, 500, 0.535 , 1.7min
entropy, 20, log2, 20, 20, 500, 0.533 , 1.7min
entropy, 20, log2, 50, 2, 200, 0.444 ,  38.5s
entropy, 20, log2, 50, 5, 200, 0.481 ,  44.9s
entropy, 20, log2, 50, 5, 200, 0.475 ,  40.2s
entropy, 20, log2, 50, 5, 1000, 0.477 , 3.2min
entropy, 20, log2, 50, 20, 500, 0.453 , 1.6min
entropy, 20, log2, 100, 2, 500, 0.372 , 1.5min
entropy, 20, log2, 100, 5, 200, 0.358 ,  32.8s
entropy, 20, log2, 100, 5, 1000, 0.350 , 2.8min
entropy, 20, log2, 100, 20, 1000, 0.366 , 3.0min
log_loss, None, None, 1, 2, 1000, 0.672 , 9.1min
log_loss, None, None, 1, 10, 1000, 0.668 , 9.1min
log_loss, None, None, 5, 2, 1000, 0.648 , 8.7min
log_loss, None, None, 5, 10, 1000, 0.636 , 8.7min
log_loss, None, None, 20, 2, 500, 0.560 , 4.1min
log_loss, None, None, 20, 5, 500, 0.589 , 4.0min
log_loss, None, None, 20, 10, 200, 0.561 , 1.6min
log_loss, None, None, 20, 10, 1000, 0.560 , 8.0min
log_loss, None, None, 50, 2, 1000, 0.532 , 7.3min
log_loss, None, None, 50, 10, 500, 0.540 , 3.8min
log_loss, None, None, 50, 20, 500, 0.534 , 3.7min
log_loss, None, None, 100, 2, 200, 0.477 , 1.4min
log_loss, None, None, 100, 5, 200, 0.490 , 1.5min
log_loss, None, None, 100, 5, 200, 0.490 , 1.4min
log_loss, None, None, 100, 5, 1000, 0.490 , 6.9min
log_loss, None, None, 100, 20, 500, 0.487 , 3.5min
log_loss, None, sqrt, 1, 2, 200, 0.641 ,  46.7s
log_loss, None, sqrt, 1, 2, 1000, 0.616 , 3.9min
log_loss, None, sqrt, 1, 10, 500, 0.603 , 2.0min
log_loss, None, sqrt, 1, 20, 200, 0.621 ,  48.3s
log_loss, None, sqrt, 1, 20, 1000, 0.607 , 3.8min
log_loss, None, sqrt, 5, 5, 500, 0.549 , 1.9min
log_loss, None, sqrt, 5, 10, 500, 0.567 , 1.9min
log_loss, None, sqrt, 5, 20, 200, 0.571 ,  44.2s
log_loss, None, sqrt, 20, 2, 200, 0.543 ,  46.0s
log_loss, None, sqrt, 20, 2, 200, 0.532 ,  42.7s
log_loss, None, sqrt, 20, 2, 1000, 0.545 , 3.4min
log_loss, None, sqrt, 20, 10, 200, 0.537 ,  39.7s
log_loss, None, sqrt, 20, 20, 200, 0.542 ,  46.4s
log_loss, None, sqrt, 20, 20, 200, 0.535 ,  42.7s
entropy, 20, log2, 1, 5, 500, 0.649 , 2.0min
entropy, 20, log2, 1, 10, 500, 0.656 , 1.9min
entropy, 20, log2, 1, 20, 200, 0.615 ,  44.0s
entropy, 20, log2, 1, 20, 1000, 0.608 , 3.7min
entropy, 20, log2, 5, 5, 1000, 0.568 , 3.7min
entropy, 20, log2, 5, 20, 500, 0.587 , 1.8min
entropy, 20, log2, 20, 2, 200, 0.518 ,  40.4s
entropy, 20, log2, 20, 2, 1000, 0.531 , 3.4min
entropy, 20, log2, 20, 10, 1000, 0.533 , 3.4min
entropy, 20, log2, 50, 2, 500, 0.476 , 1.6min
entropy, 20, log2, 50, 5, 200, 0.456 ,  38.2s
entropy, 20, log2, 50, 5, 1000, 0.449 , 3.1min
entropy, 20, log2, 50, 20, 500, 0.445 , 1.6min
entropy, 20, log2, 100, 2, 1000, 0.370 , 2.9min
entropy, 20, log2, 100, 10, 200, 0.351 ,  32.7s
entropy, 20, log2, 100, 10, 1000, 0.366 , 2.9min
log_loss, None, None, 1, 2, 500, 0.637 , 4.5min
log_loss, None, None, 1, 10, 200, 0.705 , 1.9min
log_loss, None, None, 1, 10, 200, 0.668 , 1.9min
log_loss, None, None, 1, 10, 500, 0.682 , 4.6min
log_loss, None, None, 1, 20, 500, 0.606 , 4.5min
log_loss, None, None, 5, 2, 200, 0.678 , 1.8min
log_loss, None, None, 5, 2, 1000, 0.633 , 8.6min
log_loss, None, None, 5, 10, 500, 0.644 , 4.4min
log_loss, None, None, 5, 20, 500, 0.622 , 4.4min
log_loss, None, None, 20, 2, 500, 0.591 , 4.0min
log_loss, None, None, 20, 5, 200, 0.559 , 1.6min
log_loss, None, None, 20, 5, 1000, 0.559 , 8.0min
log_loss, None, None, 20, 20, 1000, 0.592 , 8.0min
log_loss, None, None, 50, 5, 1000, 0.539 , 7.4min
log_loss, None, None, 50, 20, 200, 0.533 , 1.5min
log_loss, None, None, 50, 20, 1000, 0.535 , 7.3min
log_loss, None, None, 100, 5, 1000, 0.484 , 6.9min
log_loss, None, None, 100, 20, 1000, 0.490 , 6.9min
log_loss, None, sqrt, 1, 5, 1000, 0.597 , 3.8min
log_loss, None, sqrt, 1, 20, 1000, 0.606 , 3.8min
log_loss, None, sqrt, 5, 5, 1000, 0.583 , 3.8min
log_loss, None, sqrt, 5, 20, 1000, 0.587 , 3.7min
log_loss, None, sqrt, 20, 5, 500, 0.519 , 1.7min
log_loss, None, sqrt, 20, 10, 500, 0.543 , 1.8min
log_loss, None, sqrt, 20, 20, 200, 0.518 ,  39.4s
log_loss, None, sqrt, 20, 20, 1000, 0.531 , 3.4min
log_loss, None, sqrt, 50, 5, 1000, 0.453 , 3.1min
log_loss, None, sqrt, 50, 20, 500, 0.455 , 1.6min
log_loss, None, sqrt, 100, 2, 500, 0.361 , 1.5min
log_loss, None, sqrt, 100, 5, 500, 0.376 , 1.5min
entropy, 20, log2, 20, 2, 200, 0.542 ,  44.6s
entropy, 20, log2, 20, 2, 200, 0.533 ,  41.8s
entropy, 20, log2, 20, 2, 1000, 0.544 , 3.5min
entropy, 20, log2, 20, 10, 200, 0.535 ,  38.5s
entropy, 20, log2, 20, 20, 200, 0.544 ,  46.8s
entropy, 20, log2, 20, 20, 200, 0.532 ,  43.0s
entropy, 20, log2, 20, 20, 1000, 0.520 , 3.3min
entropy, 20, log2, 50, 5, 500, 0.449 , 1.6min
entropy, 20, log2, 50, 10, 500, 0.443 , 1.6min
entropy, 20, log2, 50, 20, 500, 0.470 , 1.6min
entropy, 20, log2, 100, 2, 200, 0.364 ,  35.2s
entropy, 20, log2, 100, 2, 1000, 0.352 , 2.9min
entropy, 20, log2, 100, 10, 1000, 0.364 , 2.9min
log_loss, None, None, 1, 2, 200, 0.647 , 1.8min
log_loss, None, None, 1, 5, 200, 0.682 , 1.9min
log_loss, None, None, 1, 5, 500, 0.652 , 4.6min
log_loss, None, None, 1, 10, 500, 0.603 , 4.6min
log_loss, None, None, 1, 20, 200, 0.691 , 1.8min
log_loss, None, None, 1, 20, 1000, 0.643 , 8.9min
log_loss, None, None, 5, 5, 1000, 0.634 , 8.7min
log_loss, None, None, 5, 20, 500, 0.638 , 4.4min
log_loss, None, None, 20, 2, 200, 0.559 , 1.6min
log_loss, None, None, 20, 5, 200, 0.582 , 1.7min
log_loss, None, None, 20, 5, 200, 0.591 , 1.6min
log_loss, None, None, 20, 5, 1000, 0.584 , 8.0min
log_loss, None, None, 20, 20, 500, 0.600 , 4.1min
log_loss, None, None, 50, 2, 200, 0.531 , 1.4min
log_loss, None, None, 50, 2, 1000, 0.535 , 7.3min
log_loss, None, None, 50, 10, 1000, 0.540 , 7.4min
